Company Name,State,Hospital Name,Asset No.,Asset Type Code,Asset Type Description,Manufacturer,Model,Serial No,User Department Code,User Department Name,User Area Code,User Area Name,User Location Code,User Location Name,Asset Status,Real Time Status,POC Flag,Power Supply (PSU) - Cleaning,Fan & Filter Check&Clean,Battery Check,Wire Rope Check,Railing (longitude & Transverse),QA Sticker Validity,Telescopic Arm ,Pulley,Guard Filter Check,Meter Gauge Check,Light Indicator Check,Water Pump Check,Total Maintenance Activity
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150372,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149050,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150373,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149051,P01,Pediatric,WCSCN,Wad Scn,1-NC-43A,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150374,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149052,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150375,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149053,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150376,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149055,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150377,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149056,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150378,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149057,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150379,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149058,P01,Pediatric,WCSCN,Wad Scn,1-NC-33,SCN6 Bed CONV. Bay 1,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150380,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149059,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150381,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149060,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150382,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149061,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150383,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149063,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150384,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149064,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150385,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149065,P01,Pediatric,WCSCN,Wad Scn,1-NC-43A,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150386,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149066,P01,Pediatric,WCSCN,Wad Scn,1-NC-33,SCN6 Bed CONV. Bay 1,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150387,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149067,P01,Pediatric,WCSCN,Wad Scn,1-NC-43A,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150388,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149068,P01,Pediatric,WCSCN,Wad Scn,1-NC-40,Phototherapy,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150389,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149169,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150390,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149171,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150391,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149172,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150392,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149174,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150393,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149176,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150394,13-217,"Infusion Pumps, Syringe",Fresenius Vial SAS,Injectomat Agilia Gb 018030,22149179,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150395,13-217,"Infusion Pumps, Syringe",Fresenius Vial SAS,Injectomat Agilia Gb 018030,22149182,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150396,13-217,"Infusion Pumps, Syringe",Fresenius Vial SAS,Injectomat Agilia Gb 018030,22149195,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150397,13-217,"Infusion Pumps, Syringe",Fresenius Vial SAS,Injectomat Agilia Gb 018030,22149202,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150398,13-217,"Infusion Pumps, Syringe",Fresenius Vial SAS,Injectomat Agilia Gb 018030,22149213,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150399,13-217,"Infusion Pumps, Syringe",Fresenius Vial SAS,Injectomat Agilia Gb 018030,22149214,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150400,13-217,"Infusion Pumps, Syringe",Fresenius Vial SAS,Injectomat Agilia Gb 018030,22149215,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150401,13-217,"Infusion Pumps, Syringe",Fresenius Vial SAS,Injectomat Agilia Gb 018030,22149217,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150402,13-217,"Infusion Pumps, Syringe",Fresenius Vial SAS,Injectomat Agilia Gb 018030,22149219,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150403,13-217,"Infusion Pumps, Syringe",Fresenius Vial SAS,Injectomat Agilia Gb 018030,22149220,P01,Pediatric,WCM2A,Wad Pediatrik 1 (wad Melor 2a),2-WP-121,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150404,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149222,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150405,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149224,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150406,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149232,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150407,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149233,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150408,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149234,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150409,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149248,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150410,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149054,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150411,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149255,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150412,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149256,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150413,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149261,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150414,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149262,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150415,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149263,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150416,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149264,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150417,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149267,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150418,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149185,P01,Pediatric,WCM2B,Wad Pediatrik 1 (wad Melor 2b),2-WP-221,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150419,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149249,O01,Obstetric & Gynecology,WCK3A,Wad Obstetrik (wad Kenanga 3a),3-WO-106,4 Bedded Bay 1,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150420,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149216,O01,Obstetric & Gynecology,WCLOT,Ldc - Dewan Bedah Bersalin,G-LD-94,Operating Theatre 2,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150421,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149175,O01,Obstetric & Gynecology,WCLOT,Ldc - Dewan Bedah Bersalin,G-LD-91,Staff Base,Inactive,Not Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150422,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149265,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-70,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150423,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149193,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150424,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22148599,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150425,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149258,O01,Obstetric & Gynecology,WCLOT,Ldc - Dewan Bedah Bersalin,G-LD-105a,General Store 1,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150426,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149257,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150427,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149236,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150428,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149046,O01,Obstetric & Gynecology,WCLOT,Ldc - Dewan Bedah Bersalin,G-LD-105a,General Store 1,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150429,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149239,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150430,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149191,O01,Obstetric & Gynecology,WCK3A,Wad Obstetrik (wad Kenanga 3a),3-WO-120,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150431,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22148593,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Inactive,Not Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150432,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149266,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-70,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150433,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22148587,O01,Obstetric & Gynecology,WCK5B,Wad Ginekologi (wad Kenanga 5b),5-WG-220,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150434,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22148611,O01,Obstetric & Gynecology,WCR6B,Wad O&g Kelas Pertama (wad Bunga Raya 6b),6-WF-123,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150435,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149244,O01,Obstetric & Gynecology,WCK4B,Wad Obstetrik (wad Kenanga 4b),4-WO-220,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150436,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149240,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-70,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150437,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149268,O01,Obstetric & Gynecology,WCLOT,Ldc - Dewan Bedah Bersalin,G-LD-93,Operating Theatre 1,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150438,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149218,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150439,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22148588,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150440,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149181,O01,Obstetric & Gynecology,WCK5A,Wad Ginekologi (wad Kenanga 5a),5-WG-120,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150441,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149187,O01,Obstetric & Gynecology,WCLOT,Ldc - Dewan Bedah Bersalin,G-LD-93,Operating Theatre 1,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150442,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149245,O01,Obstetric & Gynecology,WCK3B,Wad Obstetrik (wad Kenanga 3b),3-WO-220,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150443,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149205,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-70,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150444,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149247,O01,Obstetric & Gynecology,WCR6B,Wad O&g Kelas Pertama (wad Bunga Raya 6b),6-WF-123,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150445,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149260,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-70,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150446,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22148612,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-70,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150447,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22149184,O01,Obstetric & Gynecology,WCLOT,Ldc - Dewan Bedah Bersalin,G-LD-93,Operating Theatre 1,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150448,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22148607,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150449,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22148610,O01,Obstetric & Gynecology,WCK5B,Wad Ginekologi (wad Kenanga 5b),5-WG-220,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150450,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22148586,O01,Obstetric & Gynecology,WCK4B,Wad Obstetrik (wad Kenanga 4b),4-WO-220,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150451,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22084476,O01,Obstetric & Gynecology,WCLOT,Ldc - Dewan Bedah Bersalin,G-LD-93,Operating Theatre 1,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN150452,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Injectomat Agilia Gb 018030,22148960,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
